
Tempo:930018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.2365834420637576
1022	1009	286.4131753775697
1021	1009	256.7775250972197
1019	1009	265.5559676948999
1018	1009	9.671229984143643
1017	1009	10.30172953103797
1016	1009	5.620911213166966
1015	1009	6.615305441500865
1014	1009	2.650580276596751
1013	1009	277.5286918588598
1012	1009	3.619075184908858
1011	1009	2.750588931123011
1010	1009	4.714867115361822
1008	1009	13.13423685097428
1007	1009	10.061622730744489
1029	1009	361.3321463833691
1006	1009	297.835921234034
1028	1009	352.4660088305557
1005	1009	6.276681931389573
1027	1009	350.4809315034365
1004	1009	11.958549402907746
1026	1009	262.53134352239124
1025	1009	248.38259765820686
1003	1009	249.85996157184786
1002	1009	2.453753995360297
1024	1009	349.3953906722131
1001	1009	2.969227601870031
1023	1009	263.56255746725975
1009	1009	1.0
=========================

Tempo:930018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.2365834420637576
1022	1030	49.236005197334286
1021	1030	31.16068640175299
1020	1030	2.195510183481561
1019	1030	32.83200222902116
1018	1009	9.671229984143643
1017	1030	6.695545728928122
1016	1009	5.620911213166966
1015	1009	6.615305441500865
1014	1009	2.650580276596751
1013	1030	17.228046707399866
1012	1009	3.619075184908858
1011	1009	2.750588931123011
1010	1009	4.714867115361822
1030	1030	1.0567217135330051
1008	1009	13.13423685097428
1007	1009	10.061622730744489
1029	1030	9.685197760689698
1006	1009	297.835921234034
1028	1030	13.985447289621547
1005	1009	6.276681931389573
1027	1030	27.443984161828098
1004	1009	11.958549402907746
1026	1030	8.764104238406574
1025	1030	20.560734778697938
1003	1030	8.58879161173248
1002	1009	2.453753995360297
1024	1030	29.644036901749338
1001	1009	2.969227601870031
1023	1030	26.3853872870243
1009	1009	1.0
=========================

Tempo:935018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.202136257096236
1022	1030	49.236005197334286
1021	1030	31.16068640175299
1020	1030	2.195510183481561
1019	1030	32.83200222902116
1018	1009	9.636782799176123
1017	1030	6.695545728928122
1016	1009	5.586464028199445
1015	1009	6.580858256533344
1014	1009	2.61613309162923
1013	1030	17.228046707399866
1012	1009	3.584627999941337
1011	1009	2.71614174615549
1010	1009	4.680419930394301
1030	1030	1.0567217135330051
1008	1009	13.09978966600676
1007	1009	10.027175545776968
1029	1030	9.685197760689698
1006	1009	297.8014740490665
1028	1030	13.985447289621547
1005	1009	6.242234746422052
1027	1030	27.443984161828098
1004	1009	11.924102217940225
1026	1030	8.764104238406574
1025	1030	20.560734778697938
1003	1030	8.58879161173248
1002	1009	2.419306810392776
1024	1030	29.644036901749338
1001	1009	2.93478041690251
1023	1030	26.3853872870243
1009	1009	0.9655528150324788
=========================

Tempo:935018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.202136257096236
1022	1020	48.71450297049385
1021	1020	30.639184174912558
1020	1020	1.6740079566411263
1019	1020	32.310500002180724
1018	1009	9.636782799176123
1017	1020	6.174043502087688
1016	1009	5.586464028199445
1015	1009	6.580858256533344
1014	1009	2.61613309162923
1013	1020	16.706544480559433
1012	1009	3.584627999941337
1011	1009	2.71614174615549
1010	1009	4.680419930394301
1030	1030	1.0567217135330051
1008	1009	13.09978966600676
1007	1009	10.027175545776968
1029	1020	9.163695533849264
1006	1009	297.8014740490665
1028	1020	13.463945062781113
1005	1009	6.242234746422052
1027	1020	26.922481934987665
1004	1009	11.924102217940225
1026	1020	8.24260201156614
1025	1020	20.039232551857506
1003	1020	8.067289384892044
1002	1009	2.419306810392776
1024	1020	29.122534674908906
1001	1009	2.93478041690251
1023	1020	25.86388506018387
1009	1009	0.9655528150324788
=========================

Tempo:935018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.202136257096236
1022	1020	48.71450297049385
1021	1020	30.639184174912558
1020	1020	1.6740079566411263
1019	1020	32.310500002180724
1018	1009	9.636782799176123
1017	1020	6.174043502087688
1016	1009	5.586464028199445
1015	1009	6.580858256533344
1014	1009	2.61613309162923
1013	1020	16.706544480559433
1012	1009	3.584627999941337
1011	1009	2.71614174615549
1010	1009	4.680419930394301
1030	1030	0.8155594528351614
1008	1009	13.09978966600676
1007	1009	10.027175545776968
1029	1020	9.163695533849264
1006	1009	297.8014740490665
1028	1020	13.463945062781113
1005	1009	6.242234746422052
1027	1020	26.922481934987665
1004	1009	11.924102217940225
1026	1020	8.24260201156614
1025	1020	20.039232551857506
1003	1020	8.067289384892044
1002	1009	2.419306810392776
1024	1020	29.122534674908906
1001	1009	2.93478041690251
1023	1020	25.86388506018387
1009	1009	0.9655528150324788
=========================

Tempo:940018.0346666666
Destinazione	 NEXTHOP	 Costo
1000	1009	2.1548728827309924
1022	1020	48.71450297049385
1021	1020	30.639184174912558
1020	1020	1.6740079566411263
1019	1020	32.310500002180724
1018	1009	9.589519424810877
1017	1020	6.174043502087688
1016	1009	5.539200653834201
1015	1009	6.5335948821681
1014	1009	2.568869717263986
1013	1020	16.706544480559433
1012	1009	3.537364625576093
1011	1009	2.668878371790246
1010	1009	4.633156556029057
1030	1030	0.8155594528351614
1008	1009	13.052526291641515
1007	1009	9.979912171411723
1029	1020	9.163695533849264
1006	1009	297.75421067470126
1028	1020	13.463945062781113
1005	1009	6.194971372056808
1027	1020	26.922481934987665
1004	1009	11.87683884357498
1026	1020	8.24260201156614
1025	1020	20.039232551857506
1003	1020	8.067289384892044
1002	1009	2.372043436027532
1024	1020	29.122534674908906
1001	1009	2.8875170425372656
1023	1020	25.86388506018387
1009	1009	0.9182894406672347
=========================

Tempo:940018.0346666666
